doi,pmid,title,paper_type,relevance_score_llm,biological_context,data_modalities_used,annotation_status,llm_query_date,llm_model,is_method_paper,is_method_comparison_paper,review_type,methodology_type,covered_analysis_steps,pipeline_package_name,main_goals,data_links_mentioned,code_availability.status,code_availability.link_in_abstract_or_title,is_spatial_omics,is_disease_specific_review,is_pipeline_paper,is_review_paper,curated_data_modalities_used,modalities_general,tissue,disease,animal
10.1101/2023.01.10.523481,36712023,Spatial transcriptomics analysis of neoadjuvant cabozantinib and nivolumab in advanced hepatocellular carcinoma identifies independent mechanisms of resistance and recurrence.,application,relevant,Hepatocellular carcinoma (HCC) treated with neoadjuvant cabozantinib and nivolumab,"['spatial transcriptomics', 'histology images']",weak_llm_annotated,2025-06-27T12:31:40.002375,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Spatial Domain Identification', 'Cell-Cell Interaction Analysis']",N/A,"To characterize the tumor microenvironment in HCC resection specimens from a clinical trial of neoadjuvant cabozantinib and nivolumab using spatial transcriptomics. The study aimed to identify the molecular and cellular landscapes underlying treatment responses and recurrence, and to discover new therapeutic targets.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'Histology_Images']","['spatial_transcriptomics', 'histology']",Liver,Cancer (General),
10.1101/2023.01.06.522870,36712012,Gene Expression Changes in Cultured Reactive Rat Astrocyte Models and Comparison to Device-Associated Effects in the Brain.,application,relevant,Foreign body response to implanted neurotechnology,"['RNA sequencing', 'spatial transcriptomics', 'immunohistochemistry']",weak_llm_annotated,2025-06-27T12:31:46.117320,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,"To compare the transcriptomic profiles of cultured reactive astrocytes with in vivo gene expression changes surrounding implanted devices in the brain. The study aims to identify biomarkers of the foreign body response to implantable neurotechnology and assess in vitro model development. It reveals overlapping gene expression between culture models and tissue samples, with cytokine-induced cells showing more similarity to chronic implantation effects.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'Immunohistochemistry(IHC)', 'other_methods']","['spatial_transcriptomics', 'spatial_proteomics', 'other_methods']",,,
10.1101/2023.01.18.524406,36712009,Spatial transcriptomics reveals unique gene expression changes in different brain regions after sleep deprivation.,application,relevant,Brain regions after sleep deprivation,['spatial transcriptomics'],weak_llm_annotated,2025-06-27T12:31:52.074364,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Visualization']",N/A,"This study uses spatial transcriptomics to investigate the impact of sleep deprivation across different brain regions. It identifies pronounced gene expression differences, particularly in the hippocampus, neocortex, hypothalamus, and thalamus, with region-specific changes in both the genes and their regulation. The research also highlights the development of bioinformatic tools for anatomical registration and brain-wide comparison of gene expression data.",[],Not mentioned,N/A,,,,,['general_spatial_transcriptomics'],['spatial_transcriptomics'],Nervous System (Brain/CNS),,
10.1101/2023.01.09.523347,36711919,Spatial transcriptomics reveals a conserved segment polarity program that governs muscle patterning in <i>Nematostella vectensis</i>.,application,relevant,"Larval development in Nematostella vectensis, focusing on muscle patterning and segment polarity","['spatial transcriptomics', 'histology images']",weak_llm_annotated,2025-06-27T12:31:57.984369,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Visualization']",N/A,"The study aimed to identify the molecular basis for segment polarization in developing Nematostella vectensis larvae. It utilized spatial transcriptomics to create a 3D gene expression atlas, leading to the identification of Lbx and Uncx genes. Functional analysis confirmed their role in segment polarity and muscle patterning.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'Histology_Images']","['spatial_transcriptomics', 'histology']",Embryonic/Developmental Stage,,
10.21203/rs.3.rs-2382345/v1,36711785,"Spatiotemporal immune atlas of the first clinical-grade, gene-edited pig-to-human kidney xenotransplant.",application,relevant,Pig-to-human kidney xenotransplantation,"['spatial transcriptomics', 'single-cell RNA sequencing', 'histology images']",weak_llm_annotated,2025-06-27T12:32:22.124294,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,This study investigated the human immune response to a gene-edited pig kidney xenotransplant using spatial transcriptomics and single-cell RNA sequencing. It aimed to understand the infiltration and phenotype of human immune cells within the xenograft under conventional pharmacologic immunosuppression. The findings demonstrate that standard immunosuppression can limit the infiltration of human immune cells early after xenotransplantation.,[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'Histology_Images', 'Single-cell_RNA-seq(scRNA-seq)']","['spatial_transcriptomics', 'histology', 'transcriptomics']",Kidney,,Human
10.1101/2023.01.21.525036,36711576,Single-cell and spatial multi-omics highlight effects of anti-integrin therapy across cellular compartments in ulcerative colitis.,application,relevant,Ulcerative colitis,"['single-cell transcriptomics', 'single-cell proteomics', 'spatial multi-omics', 'spatial transcriptomics']",weak_llm_annotated,2025-06-27T12:32:28.159596,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Spatial Domain Identification', 'Cell-Cell Interaction Analysis']",N/A,This study aimed to identify inflammatory cells contributing to ulcerative colitis (UC) and affected by vedolizumab (VDZ) treatment. The researchers performed single-cell and spatial multi-omics analyses to investigate the broader effects of VDZ beyond lymphocyte trafficking. Findings highlight alterations in mononuclear phagocyte and fibroblast subsets in active colitis and their potential role in VDZ responsiveness.,[],Not mentioned,N/A,,,,,"['general_proteomics', 'general_spatial_transcriptomics', 'general_transcriptomics', 'general_omics']","['spatial_transcriptomics', 'proteomics', 'transcriptomics', 'general_omics']",Gastrointestinal_colorectal,Inflammatory Disease,
10.1016/j.jhep.2023.01.011,36708811,Identification of a tumour immune barrier in the HCC microenvironment that determines the efficacy of immunotherapy.,application,relevant,Hepatocellular carcinoma (HCC),"['spatial transcriptomics', 'single-cell RNA-sequencing', 'multiplexed immunofluorescence', 'histology images']",weak_llm_annotated,2025-06-27T12:32:40.188174,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Domain Identification', 'Cell-Cell Interaction Analysis', 'Spatial Gene Expression Analysis', 'Ligand-Receptor Network Analysis']",N/A,"This paper aims to identify spatial structures within the tumor microenvironment (TME) that influence immunotherapy efficacy in hepatocellular carcinoma (HCC). It identifies a tumor immune barrier (TIB) formed by SPP1+ macrophages and cancer-associated fibroblasts, which limits immune infiltration and impacts anti-PD-1 treatment response. The study proposes disrupting the TIB by blocking SPP1 as a therapeutic strategy to enhance immunotherapy in HCC.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'Histology_Images', 'Immunofluorescence(IF)', 'Single-cell_RNA-seq(scRNA-seq)']","['spatial_transcriptomics', 'histology', 'spatial_proteomics', 'transcriptomics']",Liver,Cancer (General),
10.3389/fonc.2022.1028070,36703790,MIF promotes cell invasion by the LRP1-uPAR interaction in pancreatic cancer cells.,application,relevant,Pancreatic ductal adenocarcinoma (PDAC),"['immunohistochemistry', 'spatial transcriptomics', 'transcriptomics', 'in vivo tumorigenicity', 'histology images']",weak_llm_annotated,2025-06-27T12:32:52.343566,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Visualization', 'cell invasion assays', 'proliferation assays', 'in vivo tumorigenicity', 'transcriptomics']",N/A,"This study investigates the role of Macrophage migration inhibitory factor (MIF) in pancreatic cancer progression. It demonstrates a novel link between MIF and urokinase-type plasminogen activator receptor (uPAR) in promoting cell invasion, mediated by the LRP1 receptor. The findings suggest MIF as a potential therapeutic target for pancreatic cancer.",[],Not mentioned,N/A,,,,,"['irrelevant_terms', 'Histology_Images', 'general_spatial_transcriptomics', 'Immunohistochemistry(IHC)', 'general_transcriptomics']","['irrelevant_terms', 'transcriptomics', 'spatial_transcriptomics', 'histology', 'spatial_proteomics']",Pancreas,Cancer (General),
10.1038/s42003-023-04479-w,36694005,Murine breast cancers disorganize the liver transcriptome in a zonated manner.,application,relevant,Murine breast cancers disorganizing liver transcriptome,"['spatial transcriptomics', 'histology images']",weak_llm_annotated,2025-06-27T12:33:04.522097,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,"Investigate the abundance and zonation of hepatic genes in cancer-bearing mice using spatial transcriptomics. Demonstrate that breast cancers affect liver zonation in various distinct manners depending on biological pathways and activate innate immune cells in zonated manners, disrupting zonated liver functions.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'Histology_Images']","['spatial_transcriptomics', 'histology']",Breast,,Rodent
10.1007/s12079-023-00724-3,36692634,The power of combined spatial transcriptomics and genome wide association studies (GWAS) approaches to heritable prostate cancer.,application,relevant,Heritable prostate cancer,"['spatial transcriptomics', 'Genome wide association studies (GWAS)']",weak_llm_annotated,2025-06-27T12:33:10.383376,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,This paper discusses the potential of combining spatial transcriptomics and genome-wide association studies (GWAS) to better understand heritable prostate cancer. It aims to leverage these approaches for precision medicine in the context of this disease.,[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'irrelevant_terms']","['spatial_transcriptomics', 'irrelevant_terms']",Prostate,Cancer (General),
10.3389/fimmu.2022.1042835,36685583,The relevance between hypoxia-dependent spatial transcriptomics and the prognosis and efficacy of immunotherapy in claudin-low breast cancer.,application,relevant,Claudin-low breast cancer,"['spatial transcriptomics', 'immunofluorescence', 'histology images']",weak_llm_annotated,2025-06-27T12:33:27.926691,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Domain Identification', 'Spatial Gene Expression Analysis', 'Clustering', 'Tumor Microenvironment']",N/A,"This study investigates the spatial heterogeneity of hypoxia in claudin-low breast cancer using spatial transcriptomics and immunofluorescence. It aims to correlate this hypoxia-dependent spatial distribution with patient prognosis and immunotherapy response, identifying potential biomarkers and therapeutic targets.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'Histology_Images', 'Immunofluorescence(IF)']","['spatial_transcriptomics', 'histology', 'spatial_proteomics']",Breast,Cancer (General),
10.1016/j.cell.2022.12.028,36669472,Multiplexed 3D atlas of state transitions and immune interaction in colorectal cancer.,application,relevant,Colorectal cancer,"['multiplexed imaging', 'histology images', 'spatial proteomics', 'spatial transcriptomics']",weak_llm_annotated,2025-06-27T12:34:03.768191,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Cell-Cell Interaction Analysis', 'Spatial Gene Expression Analysis', 'Spatial Domain Identification', 'Visualization']",N/A,"This paper uses multiplexed tissue imaging, 3D reconstruction, spatial statistics, and machine learning to identify cell types and states underlying morphological features in colorectal cancer. It reveals recurrent transitions between tumor morphologies and investigates immune cell suppression at the tumor invasive margin, highlighting interconnected tertiary lymphoid structures with graded molecular properties.",[],Not mentioned,N/A,,,,,"['general_spatial_proteomics', 'irrelevant_terms', 'Histology_Images', 'general_spatial_transcriptomics']","['spatial_transcriptomics', 'irrelevant_terms', 'spatial_proteomics', 'histology']",Gastrointestinal_colorectal,Cancer (General),
10.1016/j.celrep.2022.111929,36656712,Spatial and single-cell transcriptomics decipher the cellular environment containing HLA-G+ cancer cells and SPP1+ macrophages in colorectal cancer.,application,relevant,Colorectal cancer (CRC),"['spatial transcriptomics', 'single-cell transcriptomic atlas', 'histology images']",weak_llm_annotated,2025-06-27T12:34:27.327468,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Cell-Cell Interaction Analysis', 'Spatial Gene Expression Analysis']",N/A,"This study investigates the cellular interactions at the invasion front of colorectal cancer (CRC) using spatial and single-cell transcriptomics. The findings highlight that CRC cells at the invasion front induce SPP1+ macrophages via HLA-G, conferring anti-tumor immunity, and promoting CRC cell proliferation and invasion. It elucidates specific cell-cell signaling pathways within the tumor microenvironment.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'Histology_Images', 'general_transcriptomics']","['spatial_transcriptomics', 'histology', 'transcriptomics']",Gastrointestinal_colorectal,Cancer (General),
10.1158/2326-6066.CIR-22-0462,36652202,High-Resolution Analysis of Mononuclear Phagocytes Reveals GPNMB as a Prognostic Marker in Human Colorectal Liver Metastasis.,application,relevant,Human colorectal liver metastasis (CLM),"['spatial transcriptomics', 'histology images', 'single-cell analysis']",weak_llm_annotated,2025-06-27T12:34:56.921184,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Cell-Cell Interaction Analysis', 'Spatial Gene Expression Analysis', 'Clustering']",N/A,"This study aims to identify prognostic markers in human colorectal liver metastasis (CLM) by analyzing mononuclear phagocytes. It uses single-cell and spatial transcriptomics to characterize macrophage populations and their association with clinical outcomes, highlighting GPNMB as a negative prognostic marker.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'Histology_Images', 'analysis_related_terms']","['spatial_transcriptomics', 'histology', 'analysis_related_terms']",Gastrointestinal_colorectal,Cancer (General),Human
10.7554/eLife.81525,36648332,Spatially resolved transcriptomics reveals pro-inflammatory fibroblast involved in lymphocyte recruitment through CXCL8 and CXCL10.,application,relevant,human oral mucosa in health and oral chronic inflammatory disease,"['single-cell RNA sequencing', 'spatial transcriptomics', 'multiplex fluorescence in situ hybridisation', 'sequencing']",weak_llm_annotated,2025-06-27T12:35:08.741600,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,['Deconvolution'],N/A,"To characterize human oral mucosa in health and chronic inflammatory disease by integrating single-cell RNA sequencing, spatial transcriptomics, and multiplex fluorescence in situ hybridisation. The study aims to define spatial arrangements of cells, identify specialized epithelial and stromal compartments, and map a pathogenic fibroblast population involved in lymphocyte recruitment.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'irrelevant_terms', 'Single-cell_RNA-seq(scRNA-seq)', 'other_methods']","['spatial_transcriptomics', 'irrelevant_terms', 'transcriptomics', 'other_methods']",Oral/Pharyngeal/Head & Neck,,Human
10.1038/s41421-022-00490-3,36646705,Lineage-specific regulatory changes in hypertrophic cardiomyopathy unraveled by single-nucleus RNA-seq and spatial transcriptomics.,application,relevant,Hypertrophic cardiomyopathy (HCM),"['snRNA-seq', 'spatial transcriptomics']",weak_llm_annotated,2025-06-27T12:35:14.551247,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,"To elucidate lineage-specific changes in pathological cardiac remodeling of Hypertrophic Cardiomyopathy (HCM) using single-nucleus RNA-seq and spatial transcriptomics. The study identified key genes involved in cardiomyocyte hypertrophy and cardiac fibrosis progression, and validated findings experimentally.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'Single-nucleus_RNA-seq(snRNA-seq)']","['spatial_transcriptomics', 'transcriptomics']",Heart,,
10.1245/s10434-022-13058-y,36641515,Clinical Significance of Signal Regulatory Protein Alpha (SIRPα) Expression in Hepatocellular Carcinoma.,application,relevant,Hepatocellular Carcinoma (HCC),"['RNA sequencing', 'immunohistochemical staining', 'spatial transcriptomics']",weak_llm_annotated,2025-06-27T12:35:32.522538,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,['Spatial Gene Expression Analysis'],N/A,"This study aimed to clarify the clinical significance of SIRPα expression in hepatocellular carcinoma (HCC). It investigated the correlation between SIRPα expression and clinicopathologic factors, patient survival, and immune cell infiltration. The findings suggest that high SIRPα expression indicates poor prognosis in HCC and propose SIRPα blockage as a potential treatment strategy.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'Histology_Images', 'other_methods']","['spatial_transcriptomics', 'histology', 'other_methods']",Liver,Cancer (General),
10.1172/jci.insight.159331,36626234,Hypercapnia alters stroma-derived Wnt production to limit β-catenin signaling and proliferation in AT2 cells.,application,relevant,"Lung repair after injury, specifically in the context of COVID-19 and hypercapnia","['spatial transcriptomics', 'cell lineage tracing', '3D cultures', 'mouse model']",weak_llm_annotated,2025-06-27T12:36:02.210275,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,"This paper investigates how hypercapnia affects lung repair by examining its impact on β-catenin signaling and proliferation in alveolar type II (AT2) cells. The study demonstrates that hypercapnia alters Wnt production in fibroblasts, leading to reduced AT2 cell proliferation, and suggests this mechanism contributes to impaired lung repair in conditions like COVID-19.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'irrelevant_terms']","['spatial_transcriptomics', 'irrelevant_terms']",Lung,Infectious Disease,
10.1016/j.isci.2022.105857,36624836,High cardiomyocyte diversity in human early prenatal heart development.,application,relevant,Human early prenatal heart development,"['single-cell RNA sequencing', 'spatial transcriptomics']",weak_llm_annotated,2025-06-27T12:36:08.090949,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Cell-Cell Interaction Analysis', 'Spatial Gene Expression Analysis', 'Clustering']",N/A,This paper characterizes human prenatal cardiomyocytes using integrated single-cell RNA sequencing and spatial transcriptomics. It identifies eight distinct cardiomyocyte types with location-dependent properties and explores their ligand-receptor interactions with other cell types. The study highlights the heterogeneity and complexity of early prenatal heart development.,[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'Single-cell_RNA-seq(scRNA-seq)']","['spatial_transcriptomics', 'transcriptomics']",Heart,Cardiovascular Disease,Human
10.1038/s41588-022-01268-9,36624340,"Multimodal single-cell and whole-genome sequencing of small, frozen clinical specimens.",application,relevant,Melanoma and Uveal Melanoma Liver Metastasis,"['snRNA-seq', 'TCR sequencing', 'spatial transcriptomics', 'whole-genome sequencing (WGS)']",weak_llm_annotated,2025-06-27T12:36:25.900430,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,"This study demonstrates the feasibility of performing multimodal single-cell and whole-genome sequencing on small, frozen clinical specimens. It shows that these methods can yield high-quality biological data comparable to fresh tissues, while mitigating artifacts. The research illustrates the ability to resolve cellular, genomic, spatial, and clonotype dynamics during anti-PD-1 therapy in melanoma and provides a single-cell atlas of uveal melanoma liver metastasis.",['KEYNOTE-001 trial'],Not mentioned,N/A,,,,,"['TCR_related', 'general_spatial_transcriptomics', 'Single-nucleus_RNA-seq(snRNA-seq)', 'other_methods']","['spatial_transcriptomics', 'transcriptomics', 'other_methods']",Liver,Cancer (General),
10.1016/j.neo.2022.100872,36621024,Subclonal evolution and expansion of spatially distinct THY1-positive cells is associated with recurrence in glioblastoma.,application,relevant,Glioblastoma recurrence,"['spatial transcriptomics', 'patient-derived explants', 'orthotopic models', 'histology images']",weak_llm_annotated,2025-06-27T12:36:31.853871,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Cell-Cell Interaction Analysis']",N/A,This study investigates the molecular pathways mediating glioblastoma recurrence and resistance to temozolomide and radiation. It identifies THY1-positive mesenchymal cells in the perivascular niche as key drivers of recurrence. The study also demonstrates that inhibiting TGFΒRI activity restores sensitivity to chemoradiation.,[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'Histology_Images', 'irrelevant_terms']","['spatial_transcriptomics', 'histology', 'irrelevant_terms']",Nervous System (Brain/CNS),Cancer (General),
10.1093/molbev/msad002,36610734,Reconstruction of Plastid Proteomes of Apicomplexans and Close Relatives Reveals the Major Evolutionary Outcomes of Cryptic Plastids.,application,relevant,"Apicomplexans, chrompodellids, and squirmids (ACS clade), parasites","['transcriptomes', 'spatial proteomics']",weak_llm_annotated,2025-06-27T12:36:55.339198,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,"Reconstruct the evolution of cryptic plastids in the ACS clade by generating new transcriptomes, constructing a phylogenomic tree, and examining the distribution of plastid proteins. The study aims to understand the degrees of plastid reduction and identify potential evolutionary innovations.",[],Not mentioned,N/A,,,,,"['general_spatial_proteomics', 'general_transcriptomics']","['spatial_proteomics', 'transcriptomics']",,,
10.1172/jci.insight.165713,36602878,Insulin-like growth factor 1 reduces coronary atherosclerosis in pigs with familial hypercholesterolemia.,application,relevant,Coronary atherosclerosis in pigs with familial hypercholesterolemia,"['histology images', 'spatial transcriptomics', 'intravascular ultrasound']",weak_llm_annotated,2025-06-27T12:37:13.107293,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,['Spatial Gene Expression Analysis'],N/A,"This study investigates the therapeutic potential of insulin-like growth factor 1 (IGF-1) in reducing coronary atherosclerosis in pigs with familial hypercholesterolemia. IGF-1 was found to decrease atheroma burden, promote plaque stability, and reduce systemic oxidative stress and chemokine levels, providing evidence for potential clinical trials.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'Histology_Images', 'other_methods']","['spatial_transcriptomics', 'histology', 'other_methods']",Vascular,,
10.1002/advs.202205395,36594618,Combined Single-Cell and Spatial Transcriptomics Reveal the Metabolic Evolvement of Breast Cancer during Early Dissemination.,application,relevant,Breast cancer dissemination to axillary lymph nodes,"['single-cell RNA sequencing', 'spatial transcriptomics']",weak_llm_annotated,2025-06-27T12:37:42.371540,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,This study investigates the metabolic changes in breast cancer cells during early dissemination to axillary lymph nodes. It identifies a specific disseminated cancer cell cluster with high oxidative phosphorylation and tracks the metabolic transition from glycolysis to oxidative phosphorylation as an early event in lymph node metastasis.,[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'Single-cell_RNA-seq(scRNA-seq)']","['spatial_transcriptomics', 'transcriptomics']",Breast,Cancer (General),
10.1016/j.cell.2022.12.010,36580914,Molecular and spatial signatures of mouse brain aging at single-cell resolution.,application,relevant,Mouse brain aging,"['spatial transcriptomics', 'single-cell transcriptomics', 'MERFISH', 'snRNA-seq']",weak_llm_annotated,2025-06-27T12:38:58.038324,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,"This paper generated a high-resolution cell atlas of brain aging within the frontal cortex and striatum using spatially resolved single-cell transcriptomics. It quantified changes in gene expression and spatial organization of major cell types over the mouse lifespan, observing more pronounced changes in non-neuronal cells. The study identified molecular and spatial signatures of glial and immune cell activation during aging and compared these to inflammatory challenge.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'general_transcriptomics', 'Single-nucleus_RNA-seq(snRNA-seq)', 'MERFISH']","['spatial_transcriptomics', 'transcriptomics']",Nervous System (Brain/CNS),,Rodent
10.1111/exd.14736,36579368,Molecular characterization of onychomatricoma: Spatial profiling reveals the role of onychofibroblasts in its pathogenesis.,application,relevant,"Onychomatricoma (OM), a rare nail unit tumour","['digital spatial profiling (DSP)', 'single-cell RNA sequencing (scRNA-seq)', 'histology images', 'dermoscopy']",weak_llm_annotated,2025-06-27T12:39:03.970090,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Deconvolution', 'Integration with other omics']",N/A,"To characterize molecular features involved in the pathogenesis of onychomatricoma (OM) using digital spatial profiling (DSP) and single-cell RNA sequencing (scRNA-seq). The study aimed to identify genes and pathways contributing to OM development, particularly focusing on the role of onychofibroblasts and Wnt signaling. The findings suggest that OM is a tumor with a significant origin from onychofibroblasts and is associated with upregulated Wnt signals.",[],Not mentioned,N/A,,,,,"['irrelevant_terms', 'Histology_Images', 'Single-cell_RNA-seq(scRNA-seq)', 'GeoMx_Digital_Spatial_Profiling']","['irrelevant_terms', 'transcriptomics', 'histology', 'spatial multiomics']",,,
10.3389/fcell.2022.1060298,36561369,Resolving the gene expression maps of human first-trimester chorionic villi with spatial transcriptome.,application,relevant,Human first-trimester chorionic villi,"['spatial transcriptomics', 'scRNA-seq']",weak_llm_annotated,2025-06-27T12:39:51.178512,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Cell-Communication', 'Regulatory Activity Analysis']",N/A,"This study used the modified Stereo-seq method to map the spatial transcriptome of human placental villi in the first trimester. It identified cell types and their spatial distribution, and analyzed cell-cell communication and regulatory activities to understand placental development, physiology, and pathology.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'Single-cell_RNA-seq(scRNA-seq)']","['spatial_transcriptomics', 'transcriptomics']",,,Human
10.3389/fimmu.2022.1024039,36544759,Quantitative spatial evaluation of tumor-immune interactions in the immunotherapy setting of metastatic melanoma lymph nodes.,application,relevant,Metastatic melanoma lymph nodes,"['multiplex immunofluorescence', 'histology images']",weak_llm_annotated,2025-06-27T12:40:14.968844,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Cell Segmentation', 'Cell-Cell Interaction Analysis', 'Spatial Domain Identification', 'Spatial Gene Expression Analysis', 'Clustering']",N/A,"This study aimed to quantitatively and spatially characterize tumor-immune interactions within metastatic melanoma lymph nodes using multiplex immunofluorescence. The goal was to identify spatial-immune signatures that inform recurrence risk following anti-PD1 immunotherapy. The research found specific spatial patterns, like a community cluster of tumor and dendritic cells and enrichment of dendritic cells in cytotoxic T cell and tumor cell neighborhoods, associated with no recurrence.",[],Not mentioned,N/A,,,,,"['Histology_Images', 'Immunofluorescence(IF)']","['histology', 'spatial_proteomics']",Skin,Cancer (General),
10.1038/s41588-022-01243-4,36543915,A spatially resolved atlas of the human lung characterizes a gland-associated immune niche.,application,relevant,Healthy human lung,"['multi-omic single cell/nuclei', 'spatial transcriptomics', 'histology images']",weak_llm_annotated,2025-06-27T12:40:26.619490,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Domain Identification', 'Spatial Gene Expression Analysis', 'Clustering', 'Cell-Cell Interaction Analysis']",N/A,"This study aims to redefine the tissue architecture of the human lung by using multi-omic single cell/nuclei and spatial transcriptomics. It identifies macro and micro-anatomical tissue compartments and discovers a survival niche for IgA plasma cells in airway submucosal glands, with implications for respiratory health.",['lungcellatlas.org'],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'Histology_Images', 'general_omics']","['spatial_transcriptomics', 'histology', 'general_omics']",Lung,Normal/Healthy,Human
10.1158/0008-5472.CAN-22-1890,36543251,Stromal Reprogramming through Dual PDGFRα/β Blockade Boosts the Efficacy of Anti-PD-1 Immunotherapy in Fibrotic Tumors.,application,relevant,"Gastric cancer, Fibrotic tumors","['single-cell RNA sequencing', 'spatial transcriptomics', 'xenograft tumors']",weak_llm_annotated,2025-06-27T12:40:32.563891,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Cell-Cell Interaction Analysis']",N/A,"The study aimed to investigate stromal reprogramming via dual PDGFRα/β blockade to enhance anti-PD-1 immunotherapy efficacy in fibrotic tumors. It elucidated the mechanism involving PMN-MDSC recruitment and demonstrated synergistic tumor suppression through combined treatment, highlighting stromal reprogramming's impact on immune reactivation.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'irrelevant_terms', 'Single-cell_RNA-seq(scRNA-seq)']","['spatial_transcriptomics', 'irrelevant_terms', 'transcriptomics']",Gastrointestinal_other,Cancer (General),
10.1016/j.celrep.2022.111861,36543136,Spatially resolved transcriptomics reveals innervation-responsive functional clusters in skeletal muscle.,application,relevant,Skeletal muscle innervation and response to denervation,"['spatial transcriptomics', 'immunofluorescence']",weak_llm_annotated,2025-06-27T12:40:38.448047,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Domain Identification', 'Spatial Gene Expression Analysis']",N/A,"This study uses spatially resolved transcriptomics and immunofluorescence to identify innervation-responsive functional clusters in skeletal muscle. It characterizes the spatial distribution and nerve dependence of specific pathways like atrophic signaling and polyamine metabolism, providing a resource for future studies on skeletal muscle homeostasis.",[],Not mentioned,N/A,,,,,"['general_spatial_transcriptomics', 'Immunofluorescence(IF)']","['spatial_transcriptomics', 'spatial_proteomics']",Bone/Joint,,
