doi,pmid,title,paper_type,relevance_score_llm,biological_context,data_modalities_used,annotation_status,llm_query_date,llm_model,is_method_paper,is_method_comparison_paper,review_type,methodology_type,covered_analysis_steps,pipeline_package_name,main_goals,data_links_mentioned,code_availability.status,code_availability.link_in_abstract_or_title,is_spatial_omics,is_disease_specific_review,is_pipeline_paper
10.1186/s12864-024-10469-x,38840049,HyperGCN: an effective deep representation learning framework for the integrative analysis of spatial transcriptomics data.,method,highly_relevant,N/A,"['spatial transcriptomics', '10X visium', 'osmFISH', 'seqFISH+', '10X Xenium', 'Stereo-seq']",weak_llm_annotated,2025-06-26T13:37:19.291453,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,framework,"['Clustering', 'Visualization', 'Domain segmentation', 'Marker gene identification', 'GO enrichment analysis']",HyperGCN,"This paper proposes HyperGCN, a deep representation learning framework for the integrative analysis of gene expression and spatial information from spatial transcriptomics data. HyperGCN uses a hypergraph induced graph convolutional network to model high-order interactions and noise, enabling data visualization, clustering, domain segmentation, and downstream biological analysis. It demonstrates superior performance across various datasets and technologies.",[],Not mentioned,N/A,,,
10.1016/j.jbc.2024.107442,38838779,A spatial portrait of the human sebaceous gland transcriptional program.,application,relevant,Human sebaceous gland differentiation and sebum production,"['spatial transcriptomics', 'RNA velocity']",weak_llm_annotated,2025-06-26T13:37:25.333017,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Trajectory Inference', 'Clustering', 'Visualization']",N/A,To map the landscape of sebaceous gland differentiation by characterizing the progressive transcriptional changes of sebocytes. The study aims to provide a high-resolution spatial portrait of the sebaceous gland transcriptional landscape and identify candidate molecules for regulating sebaceous gland homeostasis.,[],GitHub link provided,freely available and browsable online tool,,,
10.1016/j.celrep.2024.114310,38838223,Interferon-γ induces combined pyroptotic angiopathy and APOL1 expression in human kidney disease.,application,relevant,"Human kidney disease, including COVID-19, HIV, and APOL1 nephropathy","['single-cell RNA sequencing', 'immunoblotting', 'quantitative fluorescence-based assays', 'multiomic analyses', 'histology images']",weak_llm_annotated,2025-06-26T13:37:31.263818,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Cell-Cell Interaction Analysis', 'Spatial Gene Expression Analysis', 'Cell Segmentation', 'Spatial Domain Identification']",N/A,This paper investigates the role of Interferon-gamma (IFN-γ) in kidney diseases. It demonstrates that IFN-γ induces pyroptotic angiopathy and APOL1 expression in human kidney organoids and patient samples. The study suggests that targeting IFN-γ signaling could be a therapeutic strategy for APOL1-mediated collapsing glomerulopathy.,[],Not mentioned,N/A,,,
10.1002/advs.202308505,38838052,Single-Cell Spatial Transcriptomics Unveils Platelet-Fueled Cycling Macrophages for Kidney Fibrosis.,application,relevant,Kidney fibrosis following ischemia/reperfusion injury,"['single-cell transcriptomics', 'spatial transcriptomics', 'histology images']",weak_llm_annotated,2025-06-26T13:37:37.369525,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Clustering', 'Cell-Cell Interaction Analysis']",N/A,"This study investigates the role of platelets in kidney injury and repair, identifying platelet-modulated cycling M2 macrophages as key mediators of fibrosis. It highlights thrombospondin 1 (THBS1) as a target for mitigating kidney fibrosis by reducing the profibrotic M2 macrophage subset.",[],Not mentioned,N/A,,,
10.1111/mec.17420,38837546,Hidden invasiveness of non-native Schlegel's Japanese gecko (Reptilia: Squamata: Gekkonidae) and three-way competition among natives and non-natives in Japan.,application,low_relevance,Invasiveness and interspecific competition among gecko species in Japan.,"['population genetics', 'niche analysis']",weak_llm_annotated,2025-06-26T13:37:43.454033,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,This study investigates the hidden invasiveness of the non-native Schlegel's Japanese gecko (Gekko japonicus) by examining its competitive interactions with native endemic gecko species and G. hokouensis in Japan. The research uses niche analysis and population genetics to assess the historical impact of G. japonicus invasions and their tripartite competitive relationship with other gecko species.,[],Not mentioned,N/A,,,
10.1093/bioinformatics/btae343,38837395,HE2Gene: image-to-RNA translation via multi-task learning for spatial transcriptomics data.,method,highly_relevant,N/A,"['HE-stained images', 'spatial transcriptomics']",weak_llm_annotated,2025-06-26T13:37:49.311332,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,tool,"['Spatial Gene Expression Analysis', 'Spatial Domain Identification']",HE2Gene,"Propose HE2Gene, a multi-task learning method to predict spot-level gene expressions and pathological annotations from H&E-stained images. HE2Gene is capable of predicting tens of thousands of genes and generalizes well to external datasets without re-training.",[],GitHub link provided,https://github.com/Microbiods/HE2Gene,,,
10.1227/neu.0000000000003012,38836617,Resting State Functional Networks in Gliomas: Validation With Direct Electric Stimulation Using a New Tool for Planning Brain Resections.,method,relevant,Glioma brain tumors,"['rs-fMRI', 'direct electric stimulation']",weak_llm_annotated,2025-06-26T13:37:55.176224,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,tool,"['Preprocessing', 'Denoising', 'Functional Network Identification', 'Visualization']",ReStNeuMap,"This study introduces an updated version of the ReStNeuMap software for rs-fMRI data preprocessing and automatic detection of resting-state networks. The updated tool demonstrates strong concordance with intraoperative direct electric stimulation mapping, highlighting its utility for personalized presurgical planning in brain tumor patients.",[],GitHub link provided,N/A,,,
10.1038/s43587-024-00645-9,38834884,Cell type mapping of inflammatory muscle diseases highlights selective myofiber vulnerability in inclusion body myositis.,application,relevant,Inflammatory muscle diseases (Inclusion Body Myositis and Immune-mediated Necrotizing Myopathy),"['snRNA-seq', 'spatial transcriptomics', 'histology images']",weak_llm_annotated,2025-06-26T13:38:01.099285,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,To map cell-type-specific drivers underlying IBM pathogenesis by pairing single-nucleus RNA sequencing with spatial transcriptomics. The study aimed to compare these drivers with those in IMNM and non-inflammatory skeletal muscle. The findings highlight selective myofiber vulnerability and potential mechanisms of degeneration in IBM.,[],Not mentioned,N/A,,,
10.1038/s41421-024-00681-0,38834551,Specialized Tfh cell subsets driving type-1 and type-2 humoral responses in lymphoid tissue.,application,relevant,Humoral immunity and T follicular helper cell specialization under type-1 and type-2 immune responses,"['spatial transcriptomics', 'single-cell transcriptomics']",weak_llm_annotated,2025-06-26T13:38:07.297783,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Clustering', 'Visualization']",N/A,"This paper investigates the specialization of T follicular helper (Tfh) cells under type-1 and type-2 immune responses. Using machine learning, they established gene expression signatures for Tfh1 and Tfh2 cells and validated these signatures. They further dissected Tfh cell heterogeneity using single-cell and spatial transcriptomics, identifying a Gzmk+ Tfh cell population specific for type-1 conditions.",[],Not mentioned,N/A,,,
10.1016/j.tranon.2024.102009,38833783,GJA4 expressed on cancer associated fibroblasts (CAFs)-A 'promoter' of the mesenchymal phenotype.,application,relevant,Colorectal cancer,"['HE-stained images', 'immunohistochemistry', 'single-cell analysis', 'spatial transcriptomics', 'immunofluorescence staining', 'Sirius red staining', 'wound healing assays', 'transwell assays', 'western blotting', 'CCK8 assay', 'in vivo experiments']",weak_llm_annotated,2025-06-26T13:38:13.334738,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,"This study investigates the role of GJA4 expressed on cancer-associated fibroblasts (CAFs) in promoting the mesenchymal phenotype in colorectal cancer. It explores the mechanisms by which GJA4 promotes fibroblast activation and EMT, and its synergistic effects with M2 macrophages on the tumor immune microenvironment. The findings suggest that GJA4+ fibroblasts and M2 macrophages are potential targets for enhancing tumor immunotherapy.",[],Not mentioned,N/A,,,
10.1128/mbio.00707-24,38832780,Spatial recovery of the murine gut microbiota after antibiotics perturbation.,application,relevant,Murine gut microbiota recovery after antibiotic perturbation,"['multiplexed imaging', 'fluorescence in situ hybridization']",weak_llm_annotated,2025-06-26T13:38:19.198873,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,The study investigates the spatial organization and recovery of the murine gut microbiota after antibiotic treatment using a high-phylogenetic-resolution microbiota mapping technique. It employs a novel analytical framework to characterize spatial changes and identify species involved in recovery.,[],Not mentioned,N/A,,,
10.1186/s40364-024-00598-6,38831319,Single-cell and spatial transcriptomics reveal alterations in trophoblasts at invasion sites and disturbed myometrial immune microenvironment in placenta accreta spectrum disorders.,application,relevant,Placenta accreta spectrum disorders,"['spatial transcriptomics', 'scRNA-seq', 'Immunofluorescence staining']",weak_llm_annotated,2025-06-26T13:38:25.107502,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,This study aimed to reveal alterations in trophoblasts at invasion sites and disturbed myometrial immune microenvironment in placenta accreta spectrum disorders using spatial transcriptomics and single-cell RNA sequencing. It identified specific trophoblast subpopulations invading the myometrium and characterized immune and inflammation-associated pathways in PAS tissues. The findings elucidate the interplay between immune escape in trophoblasts and immune tolerance in myometrial smooth muscle cells during invasion in PAS.,[],Not mentioned,N/A,,,
10.1002/path.6296,38828498,Integrated spatial and multimodal single-cell transcriptomics reveal patient-dependent cell heterogeneity in splenic marginal zone lymphoma.,application,relevant,Splenic marginal zone lymphoma (SMZL),"[""3'-single-cell RNA-sequencing"", 'Cellular Indexing of Transcriptomes and Epitopes by sequencing (CITE-seq)', ""5'-V(D)J single-cell RNA-sequencing"", 'spatial transcriptomics', 'imaging mass cytometry', 'paired blood/spleen samples']",weak_llm_annotated,2025-06-26T13:38:31.294425,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Integration with other omics', 'Spatial Gene Expression Analysis', 'Cell-Cell Interaction Analysis', 'Spatial Domain Identification', 'B-cell receptor and T-cell receptor repertoires']",N/A,"To perform in-depth characterization of splenic marginal zone lymphoma (SMZL) through integrated spatial and multimodal single-cell analyses. The study aimed to characterize SMZL transcriptome profiles, including B-cell receptor and T-cell receptor repertoires, and to investigate patient-dependent cell heterogeneity. Findings provide a comprehensive high-resolution description of SMZL biological hallmarks, including inter- and intra-patient heterogeneity at transcriptomic and protein levels.",[],Not mentioned,N/A,,,
10.3389/fcell.2024.1394031,38827526,PCP auto count: a novel Fiji/ImageJ plug-in for automated quantification of planar cell polarity and cell counting.,method,relevant,"Inner ear sensory epithelia (cochleae and utricles) from mice, and other tissues such as Drosophila ommatidia, mouse ependymal cells, and mouse radial progenitors.","['confocal microscopy', 'histology images', 'light-sheet microscopy']",weak_llm_annotated,2025-06-26T13:38:37.541726,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,tool,"['Cell Segmentation', 'Cell Counting', 'Spatial Gene Expression Analysis']",PCP Auto Count (PCPA),"To automate the measurement of cell orientations and cell counting for planar cell polarity (PCP) studies. The developed Fiji/ImageJ plug-in, PCP Auto Count (PCPA), analyzes binary images to quantify PCP and cell counts, aiming to reduce the time-consuming manual processes.",[],Not mentioned,N/A,,,
10.1093/bioadv/vbae064,38827413,Uncover spatially informed variations for single-cell spatial transcriptomics with STew.,method,highly_relevant,"Human dorsolateral prefrontal cortex and mouse main olfactory bulb data, psoriatic skins","['spatial transcriptomics', '10x Visium', 'Slide-seqV2', '10x Xenium']",weak_llm_annotated,2025-06-26T13:38:43.752765,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,framework,"['Clustering', 'Spatial Domain Identification', 'Spatial Gene Expression Analysis']",STew,"Introduces STew, a Spatial Transcriptomic multi-viEW representation learning method to jointly analyze spatial information and gene expression scalably. It measures model fit with a data-driven statistical framework and achieves superior performance in clustering accuracy and spatial domain continuity compared to other methods. STew is robust, insensitive to parameters, and applicable to large datasets.",[],GitHub link provided,github.com/fanzhanglab/STew,,,
10.21203/rs.3.rs-4359834/v1,38826463,CoCo-ST: Comparing and Contrasting Spatial Transcriptomics data sets using graph contrastive learning.,method,highly_relevant,Mouse precancerous lung tissue,['spatial transcriptomics'],weak_llm_annotated,2025-06-26T13:38:49.594045,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,algorithm,"['Dimension Reduction', 'Spatial Gene Expression Analysis']",CoCo-ST,"This paper presents CoCo-ST, a graph contrastive feature representation method for spatial transcriptomics data. It aims to enhance the identification of interesting patterns in target data (e.g., precancerous tissue) by incorporating background data (e.g., normal tissue) and mitigating the influence of common patterns. This approach enables the discernment of biologically relevant, tissue-specific features.",[],Not mentioned,N/A,,,
10.1101/2024.05.20.594719,38826447,Single-cell and spatiotemporal profile of ovulation in the mouse ovary.,application,relevant,Ovarian ovulation in mice,"['single-cell RNA-seq', 'spatial transcriptomics']",weak_llm_annotated,2025-06-26T13:38:55.630882,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Cell-Cell Interaction Analysis']",N/A,"To detail the precise window of ovulation at single-cell resolution in mouse ovaries. The study mapped the spatiotemporal profile of ovarian cell types using parallel single-cell RNA-seq and spatial transcriptomics, identified ovulation-dependent gene markers, and performed cell-cell interaction analyses to understand ovulation drivers.",[],Not mentioned,N/A,,,
10.1016/j.intimp.2024.112184,38824904,Integrated analysis of multiple transcriptomic approaches and machine learning integration algorithms reveals high endothelial venules as a prognostic immune-related biomarker in bladder cancer.,application,relevant,Bladder cancer,"['spatial transcriptomics', 'bulk RNA-sequencing', 'single-cell RNA sequencing', 'histology images']",weak_llm_annotated,2025-06-26T13:39:01.753593,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Clustering', 'Integration with other omics']",N/A,"This study integrates multiple transcriptomic approaches and machine learning algorithms to identify high endothelial venules (HEVs) as a prognostic immune-related biomarker in bladder cancer. It reveals a correlation between higher HEV levels and improved immune response and prognosis, identifying HEV-related genes for patient stratification. LDLRAD3 is proposed as a potential target for enhancing immunotherapy efficacy.",[],Not mentioned,N/A,,,
10.1016/j.cels.2024.05.001,38823396,Tissue module discovery in single-cell-resolution spatial transcriptomics data via cell-cell interaction-aware cell embedding.,method,highly_relevant,N/A,['spatial transcriptomics'],weak_llm_annotated,2025-06-26T13:39:07.723603,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,algorithm,"['Cell-Cell Interaction Analysis', 'Spatial Domain Identification', 'Clustering', 'Visualization']",SPACE,SPACE is a deep-learning method for cell-type identification and tissue module discovery from single-cell-resolution spatial transcriptomics data. It learns cell representations that capture gene expression and spatial neighbor interactions to identify spatially informed cell subtypes and discover 'cell communities' (tissue modules) with characteristic proximal cell-cell interaction networks.,[],Not mentioned,N/A,,,
10.1186/s40164-024-00521-7,38822440,Multi-model analysis of gallbladder cancer reveals the role of OxLDL-absorbing neutrophils in promoting liver invasion.,application,relevant,Gallbladder cancer (GBC) liver invasion,"['single-cell RNA sequencing', 'spatial transcriptomics', 'proteomics', 'multiplexed immunohistochemistry', 'in vitro assays']",weak_llm_annotated,2025-06-26T13:39:13.641529,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Cell-Cell Interaction Analysis']",N/A,"This study analyzed the tumor microenvironment of gallbladder cancer (GBC) with a focus on liver invasion. It identified a subset of neutrophils that absorb oxidized low-density lipoprotein (oxLDL) via OLR1, which promotes tumor invasion. The research also elucidated the cellular interactions and niche components that foster these pro-tumoral neutrophils.",[],Not mentioned,N/A,,,
10.21873/anticanres.17066,38821623,Age-related Differences in Spatially Resolved Transcriptomic Profiles of Patients With Hormone Receptor-positive Breast Carcinoma.,application,relevant,Hormone receptor-positive breast carcinoma,"['digital spatial profiling', 'transcriptomics']",weak_llm_annotated,2025-06-26T13:39:19.591619,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,"To compare spatially resolved transcriptomic profiles between younger (<=50 years) and older (>50 years) patients with hormone receptor (HR)-positive breast carcinoma. The study identified age-related differences in gene expression and transcriptional pathways, highlighting the need for age-specific treatment strategies.",[],Not mentioned,N/A,,,
10.1021/acs.analchem.4c00787,38821490,High-Resolution Raman Imaging of >300 Patient-Derived Cells from Nine Different Leukemia Subtypes: A Global Clustering Approach.,method,highly_relevant,Leukemia subtypes,"['Raman hyperspectral imaging', 'bone marrow samples']",weak_llm_annotated,2025-06-26T13:39:25.392350,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,pipeline,"['Preprocessing', 'Clustering', 'Visualization']",N/A,"The study introduces a global clustering approach for Raman hyperspectral maps of leukemia cells to characterize different subtypes. This method enables unsupervised creation of pseudostained images and semiquantitative analysis of cellular components, highlighting the potential of Raman imaging in leukemia research.",[],Not mentioned,N/A,,,
10.1016/j.canlet.2024.216985,38821255,Colorectal cancer-associated fibroblasts inhibit effector T cells via NECTIN2 signaling.,application,relevant,Colorectal cancer,"['scRNA-seq', 'spatial proteomics', 'clinical datasets']",weak_llm_annotated,2025-06-26T13:39:31.308641,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['scRNA-seq analysis', 'spatial proteomics analysis', 'co-culture experiments', 'in vivo functional assays', 'clinical data analysis']",N/A,"This paper aimed to characterize fibroblast heterogeneity in colorectal cancer (CRC) using scRNA-seq and spatial proteomics. The researchers identified a novel cluster of cancer-associated fibroblasts (CAFs), termed TinCAFs, that inhibit effector T cells via NECTIN2 signaling. The study demonstrates that NECTIN2 is a poor prognostic factor and suggests TinCAFs as a potential target for immunotherapy.",[],Not mentioned,N/A,,,
10.1016/j.celrep.2024.114216,38819990,"Microglia-astrocyte crosstalk in the amyloid plaque niche of an Alzheimer's disease mouse model, as revealed by spatial transcriptomics.",application,relevant,Alzheimer's disease,"['spatial transcriptomics', 'CosMx', 'Stereo-seq']",weak_llm_annotated,2025-06-26T13:39:37.413126,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Cell-Cell Interaction Analysis', 'Spatial Domain Identification']",N/A,"This study uses spatial transcriptomics (CosMx and Stereo-seq) to characterize transcriptomic alterations, cellular compositions, and signaling perturbations in the amyloid plaque niche of an Alzheimer's disease mouse model. It reveals heterogeneity in plaque niche cellular composition and differential glial responses, highlighting how microglia accumulation disrupts astrocytic signaling, leading to neuronal synaptic imbalance.",[],Not mentioned,N/A,,,
10.1007/978-1-0716-3838-5_17,38819570,Comparative Methods for Demystifying Spatial Transcriptomics.,method_comparison,highly_relevant,N/A,"['spatial transcriptomics', '10x Visium platform', 'histology images', 'RNA-Seq']",weak_llm_annotated,2025-06-26T13:39:43.370345,models/gemini-2.5-flash-lite-preview-06-17,False,True,N/A,pipeline,"['Image Processing', 'Read Alignment', 'Gene Quantification', 'Spot Clustering']",Visium platform manufacturer's software suite,"This paper breaks down the spatial transcriptomics analysis pipeline into four essential steps: image analysis, read alignment, gene quantification, and spot clustering. It compares the results obtained when using reads from different subsets of spots and/or employing alternative genome or transcriptome references, demonstrating the impact of these choices on analysis outcomes.",[],Not mentioned,N/A,,,
10.1093/bib/bbae257,38819253,Multi-modal domain adaptation for revealing spatial functional landscape from spatially resolved transcriptomics.,method,highly_relevant,N/A,"['spatial transcriptomics', 'histological images']",weak_llm_annotated,2025-06-26T13:40:09.737821,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,framework,"['Spatial Domain Identification', 'Clustering', 'Integration with other omics']",stMDA,"This study proposes stMDA, a multi-modal unsupervised domain adaptation method to integrate gene expression with other modalities (e.g., histological images and spatial locations) in spatially resolved transcriptomics (SRT) datasets. It aims to reveal the spatial functional landscape by learning modality-specific representations and aligning their spatial distributions. The method demonstrates improved performance in identifying spatial domains and spatially variable genes across diverse platforms and species.",[],Not mentioned,N/A,,,
10.1021/jacsau.4c00118,38818076,Next-Generation Sequencing-Based Spatial Transcriptomics: A Perspective from Barcoding Chemistry.,review,highly_relevant,N/A,['spatial transcriptomics'],weak_llm_annotated,2025-06-26T13:40:15.611416,models/gemini-2.5-flash-lite-preview-06-17,False,False,technology_review,N/A,[],N/A,"This perspective focuses on next-generation sequencing-based spatial transcriptomic methods, particularly highlighting spatial barcoding chemistry. It delves into optically manipulated spatial indexing methods and DNA array-barcoded spatial indexing methods by exploring current advances, challenges, and future development directions in this nascent field.",[],Not mentioned,N/A,,,
10.1136/jitc-2024-008983,38816233,Interactions between LAMP3+ dendritic cells and T-cell subpopulations promote immune evasion in papillary thyroid carcinoma.,application,relevant,Papillary thyroid carcinoma (PTC),"['single-cell RNA sequencing (scRNA-seq)', 'spatial transcriptomics RNA sequencing', 'immunohistochemistry', 'multiplex immunohistochemistry', 'bulk RNA-seq']",weak_llm_annotated,2025-06-26T13:40:21.582937,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'Cell-Cell Interaction Analysis', 'Clustering']",N/A,"This study investigates the interactions between LAMP3+ dendritic cells and T-cell subpopulations to understand immune evasion in papillary thyroid carcinoma (PTC). It identifies LAMP3+ DCs as key players promoting CD8+ T cell exhaustion and regulatory T cell infiltration, contributing to an immune-suppressive microenvironment. The findings offer new strategies for PTC immunotherapy.",[],Not mentioned,N/A,,,
10.1021/acsnano.4c02215,38815170,Quantum Dot-Fab' Conjugates as Compact Immunolabels for Microtubule Imaging and Cell Classification.,method,relevant,Microtubule imaging and cell classification in fixed cells and fixed brain specimens,"['immunofluorescence', 'microscopy']",weak_llm_annotated,2025-06-26T13:40:27.534250,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,tool,"['Immunofluorescence imaging', 'Cell classification']",N/A,"The paper develops and evaluates quantum dot-Fab' conjugates as compact immunolabels for improved microtubule imaging and cell classification. These conjugates offer advantages over traditional QD-antibody conjugates, including smaller size, homogeneous composition, and site-specific orientation of the antigen-binding domain.",[],Not mentioned,N/A,,,
10.34133/research.0390,38812530,Dissecting Spatiotemporal Structures in Spatial Transcriptomics via Diffusion-Based Adversarial Learning.,method,highly_relevant,Human breast cancer dataset (for illustration),"['spatial transcriptomics', 'histological images']",weak_llm_annotated,2025-06-26T13:40:33.454384,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,pipeline,"['Spatial Domain Identification', 'Trajectory Inference', 'Clustering', 'Pseudotime analysis', 'Ligand-receptor interactions']",PearlST,"Introduces PearlST, a computational framework using a PDE-enhanced adversarial graph autoencoder for inferring spatiotemporal structures from spatial transcriptomics data. It integrates contrastive learning, a PDE-based diffusion model, and Wasserstein adversarial regularized graph autoencoders. PearlST outperforms existing methods in spatial clustering, trajectory inference, and pseudotime analysis, and elucidates functional regulations.",[],Not mentioned,N/A,,,
10.31083/j.jin2305095,38812386,Diagnosis of Autism Spectrum Disorder by Dynamic Local Graph-Theory Indicators Based on Electroencephalogram.,method,irrelevant,Autism Spectrum Disorder (ASD),['electroencephalography (EEG)'],weak_llm_annotated,2025-06-26T13:40:39.439912,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,algorithm,"['Feature Extraction', 'Signal Processing']",N/A,"To identify biomarkers for Autism Spectrum Disorder (ASD) diagnosis by developing a method that integrates dynamic functional connectivity, local graph-theory indicators, and a feature-selection approach applied to electroencephalogram (EEG) data. The study aimed to overcome limitations of previous static analyses by incorporating temporal dynamics and spatial interactions.",[],Not mentioned,N/A,,,
10.1038/s41419-024-06759-7,38811531,The enhanced energy metabolism in the tumor margin mediated by RRAD promotes the progression of oral squamous cell carcinoma.,application,relevant,Oral squamous cell carcinoma (OSCC) progression,"['spatial metabolomics', 'spatial transcriptome']",weak_llm_annotated,2025-06-26T13:40:45.284661,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,"This study investigated the enhanced energy metabolism in the tumor margin of OSCC and identified RRAD as a mediator of this process. It found that downregulation of RRAD enhances glucose uptake and malignant behaviors by activating the CAMKIV-CREB1 axis, leading to GLUT3 transcription. The research suggests GLUT3 as a potential therapeutic target for OSCC.",[],Not mentioned,N/A,,,
10.1093/bib/bbae259,38811360,SpaNCMG: improving spatial domains identification of spatial transcriptomics using neighborhood-complementary mixed-view graph convolutional network.,method,highly_relevant,"The paper applies its method to various tissues including human dorsolateral prefrontal cortex, mouse somatosensory cortex, and mouse olfactory bulb, as well as mouse embryos to understand tissue structure and gene expression patterns.","['spatial transcriptomics', 'histology images']",weak_llm_annotated,2025-06-26T13:40:51.243465,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,algorithm,"['Spatial Domain Identification', 'Dimensionality Reduction', 'Visualization']",SpaNCMG,"The paper proposes a novel algorithm, SpaNCMG, for improving spatial domain identification in spatial transcriptomics data. It utilizes a neighborhood-complementary mixed-view graph convolutional network to integrate local and global spatial information, adaptively fuse reconstructed expressions, and reduce dimensionality, outperforming existing methods on multiple datasets.",[],GitHub link provided,https://github.com/ZhihaoSi/SpaNCMG,,,
10.1161/CIRCRESAHA.123.323939,38808504,Early Injury Landscape in Vein Harvest by Single-Cell and Spatial Transcriptomics.,application,relevant,Vein graft injury following cardiovascular bypass surgery,"['single-nuclei RNA-sequencing', 'spatial transcriptomics', 'snRNA-seq', 'histology images']",weak_llm_annotated,2025-06-26T13:40:57.492772,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,"['Spatial Gene Expression Analysis', 'snRNA-seq', 'Cell-Cell Interaction Analysis']",N/A,"To elucidate the response of the vein conduit wall during harvest and following implantation to identify maladaptive pathways driving graft failure and potential therapeutic targets. The study employed single-nuclei RNA-sequencing and spatial transcriptomics to analyze vein grafts from a canine model. The findings highlight the genomic response to vein conduit harvest and distension, and its exacerbation after implantation, suggesting potential early targets for therapies.",[],Not mentioned,N/A,,,
10.1093/bioinformatics/btae339,38806165,Impeller: a path-based heterogeneous graph learning method for spatial transcriptomic data imputation.,method,highly_relevant,N/A,['spatial transcriptomics'],weak_llm_annotated,2025-06-26T13:41:03.496067,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,algorithm,"['Denoising', 'Spatial Gene Expression Analysis']",Impeller,"This paper introduces Impeller, a path-based heterogeneous graph learning method for spatial transcriptomic data imputation. It addresses limitations of existing methods by simultaneously modeling spatial proximity and expression similarity, and incorporating both short- and long-range cell-to-cell interactions. The method utilizes a learnable path operator to mitigate over-smoothing issues, demonstrating superiority over state-of-the-art methods on diverse datasets.","['https://github.com/aicb-ZhangLabs/Impeller', 'https://zenodo.org/records/11212604']",GitHub link provided,https://github.com/aicb-ZhangLabs/Impeller,,,
10.1016/j.xcrm.2024.101589,38806057,Distinctive multicellular immunosuppressive hubs confer different intervention strategies for left- and right-sided colon cancers.,application,relevant,Colon cancer,"['single-cell RNA sequencing', 'spatial transcriptomics', 'histological analysis']",weak_llm_annotated,2025-06-26T13:41:09.323823,models/gemini-2.5-flash-lite-preview-06-17,False,False,N/A,N/A,[],N/A,This study leverages single-cell and spatial transcriptomics to investigate the heterogeneity between left- and right-sided colon cancers. It identifies distinct multicellular immunosuppressive hubs associated with each side and proposes different intervention strategies based on these findings.,[],Not mentioned,N/A,,,
10.1016/j.compbiomed.2024.108602,38805809,Cascade spatial and channel-wise multifusion network with criss cross augmentation for corneal segmentation and reconstruction.,method,low_relevance,Cornea,"['AS-OCT images', 'histology images']",weak_llm_annotated,2025-06-26T13:41:15.251561,models/gemini-2.5-flash-lite-preview-06-17,True,False,N/A,algorithm,"['Cell Segmentation', 'Visualization']",CSCM-CCA-Net,"The paper proposes CSCM-CCA-Net, a novel network for accurate corneal segmentation and 3D reconstruction from AS-OCT images. It addresses challenges with low-contrast regions and the lack of reconstruction methods for 180-degree scanning sequences. The network utilizes cascade spatial and channel-wise multifusion (CSCM) and criss cross augmentation (CCA) for improved accuracy and feature extraction.",[],GitHub link provided,https://github.com/qianguiping/CSCM-CCA-Net,,,
